mid,uid,content,time
4916826653856011,6304213745,"#年轻人恐婚恐育的真正原因是什么#
搞笑，一堆明星在讨论年轻人不结婚的原因",2023年06月26日 10:24
4916826645726426,6056645310,"#年轻人恐婚恐育的真正原因是什么#
没钱",2023年06月26日 10:24
4916825186372130,2456149285,"#年轻人恐婚恐育的真正原因是什么#
发现除了父母 只有自己爱自己",2023年06月26日 10:18
4916825056086760,6901071326,"#年轻人恐婚恐育的真正原因是什么#
呦，湖南卫视呀",2023年06月26日 10:18
4916824963550486,1822485307,"#年轻人恐婚恐育的真正原因是什么#
不知道别人，我自己是一方面怕没有足够的经济支撑，也怕生了孩子恢复不好漏尿啊走样啊产后抑郁啊，但是小孩每2小时醒一次你又不能不管，而且女性和男性一样都要工作，也担心另一半会因为小孩和自己变差的脾气磨损感情，最后生活一地鸡毛…",2023年06月26日 10:18
4916824913216985,7332388458,"#年轻人恐婚恐育的真正原因是什么#
请参考《消失的她》！",2023年06月26日 10:17
4916824535466836,7207198620,"#年轻人恐婚恐育的真正原因是什么#
没钱",2023年06月26日 10:16
4916824511351009,7041981081,"#年轻人恐婚恐育的真正原因是什么#
穷，怕自己结婚后更穷",2023年06月26日 10:16
4916824490377616,6120809430,"#年轻人恐婚恐育的真正原因是什么#
怕疼 怕生孩子 怕家暴 怕出轨 啥都怕",2023年06月26日 10:16
4916824363241580,7744707136,"#年轻人恐婚恐育的真正原因是什么#
突然你们就油腻了",2023年06月26日 10:15
4916823625044244,7704193651,"#年轻人恐婚恐育的真正原因是什么#
想结婚也要先有结婚对象，你看看多少人直接卡在找对象这步了？那么人都去哪儿了呢",2023年06月26日 10:12
4916823382297669,6073784466,"#年轻人恐婚恐育的真正原因是什么#
怕死",2023年06月26日 10:11
4916823302079566,2601729851,"#年轻人恐婚恐育的真正原因是什么#
怕死",2023年06月26日 10:11
4916823176776708,2301835877,"#年轻人恐婚恐育的真正原因是什么#
张歆艺 袁弘两口子又开始胡说八道了，他们简单、粗暴地把年轻人恐婚恐育归结于""独生子女""的不包容。真是这样吗?估计百分之百的年轻人都不认同这种言论！
恐婚恐育最大的障碍难道不是年轻人自身的生存压力太大、活的太累，再加养儿育女的成本太高造成的?
你们两口子文化低、不会说人话，可以不发言的！当好你们的208不好吗？",2023年06月26日 10:10
4916823139551269,7158616337,"#年轻人恐婚恐育的真正原因是什么#
因为穷，因为上下班就够累了，自己都养不活拿什么结婚拿什么生孩子，我累死累活养自己都吃力，还要结婚大家一起累死累活吗",2023年06月26日 10:10
4916823030235692,7012575130,"#年轻人恐婚恐育的真正原因是什么#
希望内🐟208能多生点，最好十二个，一轮，拉高生育率，毕竟交了这么多社保，我怕老了拿不到养老金",2023年06月26日 10:10
4916822823931971,6395153939,"#年轻人恐婚恐育的真正原因是什么#
经济压力大 负担不起责任",2023年06月26日 10:09
4916822502018112,1180765535,"#年轻人恐婚恐育的真正原因是什么#
因为穷，想给予最好的却发现自己一无是处，因为负担不了另一个人的人生，只顾自己就已经筋疲力尽了，因为这社会不友好，害怕他遭遇一切让人恶心的，恐惧的，想嘶喊却发不出声音的任何事情。",2023年06月26日 10:08
4916822161492229,7367378403,"#年轻人恐婚恐育的真正原因是什么#
不希望自己成为李木子……我可以去看梵高的星空但我不想去看海底的星空🙏",2023年06月26日 10:06
4916822132392470,6598652332,"#年轻人恐婚恐育的真正原因是什么#
多数都是独生子女家庭的，从小都是爸爸妈妈宠大的，所有寻找的另一半必须是会宠人的那种，才会考虑是否成家",2023年06月26日 10:06
4916822045103746,5506334517,"#年轻人恐婚恐育的真正原因是什么#
年轻人现在恐婚恐孕，中年人呢？不也是在离婚绝育上奔跑嘛！家暴，出轨，经济独立，孩子教育，哪一样不也都在让人想逃离婚姻。不是人们不想找到幸福美满的婚姻，是现在的婚姻环境让人看不到希望。",2023年06月26日 10:06
4916821775353719,5183547871,"已婚妇女要记住这三个电话：
1.如果你在经济上有困难，请不起律师，可以拨打12348寻求法律援助。
2.如果你在婚姻中受到伤害，可以打12338，寻求有关部门帮助。
3.如果你遇到了家暴，及时拨打110，并且保管好报警和接警的回执，配合好警察做笔录，这将成为你日后和对方离婚的有力证据。
via律师张大姐
@法治四川
感谢分享[锦鲤附体]
网友讨论~
#年轻人恐婚恐育的真正原因是什么#
，无论如何相关法律知识马住

法姐讲法超话
#法姐讲法#

L
法治四川的微博视频",2023年06月26日 10:05
4916821378205294,1847129480,"#年轻人恐婚恐育的真正原因是什么#
问就是穷 问就是不想有负担 问就是没有遇到喜欢到愿意躺进婚姻坟墓的人 自己都过不好了 还得拖家带口？ 还要承担伴侣出轨伤害等各种风险
是活着太轻松了吗 还给自己找罪受？",2023年06月26日 10:03
4916821315289510,7155220437,"#年轻人恐婚恐育的真正原因是什么#
主要是穷，没钱",2023年06月26日 10:03
4916820496354194,7488775113,"#年轻人恐婚恐育的真正原因是什么#
因为穷",2023年06月26日 10:00
4916820295814429,1044527073,"#年轻人恐婚恐育的真正原因是什么#
随着社会的发展和时代的变迁，越来越多的年轻人开始表现出恐婚恐育的倾向。这种现象背后的原因是多方面的，其中包括经济、文化和社会方面的因素。
首先，经济因素是年轻人恐婚恐育的主要原因之一。在现代社会中，生活成本越来越高，房价、教育和医疗等方面的负担也越来越大，这使得很多年轻人难以承担起家庭的责任。尽管，现在已经放开了二胎，可很多人在压力之下连一胎都不敢生，这也影响了年轻人的婚育观念。
其次，文化因素也是年轻人恐婚恐育的原因之一。在传统观念中，婚姻和生育是人生的必经之路，但现代社会中，很多年轻人追求自由、独立和个性化，这种思想观念在一定程度上挑战了传统婚姻观念，影响了他们的婚姻意愿。
最后，社会因素也是年轻人恐婚恐育的原因之一。在现代社会中，人们的社交方式越来越多样化，网络和社交媒体等新兴媒体的出现，使得很多年轻人更倾向于通过虚拟途径进行交流和社交，这也影响了他们的婚姻观念。
总的来说，年轻人恐婚恐育的原因是多方面的，而且每个人的情况也不尽相同。但是，我们应该尊重每个人的选择和生活方式，同时也应该为年轻人提供更好的经济、文化和社会环境，让他们能够更自由、更有信心地选择自己的人生道路。",2023年06月26日 09:59
4916820186498174,6537532927,"#年轻人恐婚恐育的真正原因是什么#
先问问“私生子可以继承家产”的原因是什么吧
社会风气这么差
还问为什么？真笑了",2023年06月26日 09:59
4916819648840199,3967920322,"#年轻人恐婚恐育的真正原因是什么#
明星不适合代表普通人意见输出，根本没有参考性，一群不上班不打工卡里剩几千万就是没钱的主",2023年06月26日 09:56
4916818672619142,7596091896,"#年轻人恐婚恐育的真正原因是什么#
因为不结婚被打是伤害走正常程序，结婚了被打就是家暴“罚酒三杯”，有了那个证，保护的不是我。生孩子遭罪担风险的是我。遇见好伴侣更像是一场赌。",2023年06月26日 09:53
4916818395269160,2835215235,"#年轻人恐婚恐育的真正原因是什么#
是这个 妇联回应女子2年被家暴16次
别人恐不恐我不知道，反正我害怕",2023年06月26日 09:51
4916818374300779,1687367547,"#年轻人恐婚恐育的真正原因是什么#
我认为生孩子是一个全面的问题，我和粉丝吃饭都发现不同人不同想法，还包括平时聊天总结的。
有的没有找到合适的对象；
有的担心婆媳关系不好相处没有结婚；
有的忙工作忙加班没有时间结婚生孩子；
有的忙学习没有时间结婚生孩子；
有的这几年身体健康原因没有要孩子；
有的经常出差没有时间生孩子；
有的担心孩子花销比较大所以没有要孩子；
有的不晓得如何培养孩子所以没有要孩子；
有的人觉得没有孩子会更自由自在一些，带孩子没有时间还辛苦；
有的觉得自己收入低不足以把孩子养大，无法保证孩子幸福成长；
有的暂时生不出孩子。。。。。。
有的人忙赚钱或者忙事业没有结婚；
有的人担心婆媳关系有代沟思维差距大没有结婚；
有的周围有人离过婚或者家长经常吵架有阴影；
有的自己离过婚有阴影；
有的担心结婚碰见骗子；
有的觉得结婚财产问题比较复杂；
有的不会谈恋爱，不知道如何开口；
有的身体原因担心影响对方影响孩子健康：
有的价值观一致但性格差距大；
有的性格都外向但思维角度完全不一致所以最后只是朋友没有结婚。。。。。。。
可能还有别的原因。
婚姻是个复杂的问题，两个人在一起需要互相包容，互相帮助，取长补短才可以长久，也需要两个家庭包括家长互相包容不同的爱好和思想观念。
另外有了孩子如果自己工作学习很忙谁来带孩子也是个问题，如果没有钱的人孩子衣食住行学习开销也是问题。
#实况神圣点评#",2023年06月26日 09:51
4916818211243074,2004117465,"#年轻人恐婚恐育的真正原因是什么#
谁让你们当初不让早恋的……",2023年06月26日 09:51
4916818155932803,1815453834,"#年轻人恐婚恐育的真正原因是什么#
没你们明星夫妻想得那么复杂哈，普通年轻人大多数都是因为穷，没钱，没房，也怕遇到z男/女。
这番叽歪有点何不食肉糜那意思",2023年06月26日 09:51
4916817954865403,6307211991,"#年轻人恐婚恐育的真正原因是什么#
别装",2023年06月26日 09:50
4916817532028878,5826365000,"#年轻人恐婚恐育的真正原因是什么#
穷人还结婚的注定这辈子劳累到底，想法不同，我的愿望是早退休，好去享受自己的生活",2023年06月26日 09:48
4916817305275128,6097041746,"#年轻人恐婚恐育的真正原因是什么#
？穷应该是最主要原因。你是啥原因？
2
南京",2023年06月26日 09:47
4916815509327886,2657837537,"
萤火乐园超话
那些
交换过灵魂的人
从来
不曾相互失去过
哪怕渐行渐远
依然是
彼此身上的血肉
依然是
各自心里横着走的人
无可替代
#年轻人恐婚恐育的真正原因是什么#
#心情日记#
#自言自语#

L
ZS水木嘉华的微博视频",2023年06月26日 09:40
4916815287551711,6918437221,"#年轻人恐婚恐育的真正原因是什么#
是我一个人生活不美好了吗？要多爽有多爽！！！",2023年06月26日 09:39
4916814758807154,6630299998,"#年轻人恐婚恐育的真正原因是什么#
一个人爽啊，先爽着先",2023年06月26日 09:37
4916813974996804,3602241084,"#年轻人恐婚恐育的真正原因是什么#
看了看评论很多人说因为怕家暴，怕生育。我想问问都是不谈恋爱直接相亲闪婚的？男方性格怎么样什么的平时相处都看不出来吗？",2023年06月26日 09:34
4916813609568729,7717165852,"#年轻人恐婚恐育的真正原因是什么#
还是怕两个人相处不来，会造成家庭更多的矛盾，这也是年轻人想的比较清楚吧！",2023年06月26日 09:32
4916813152127867,7368438316,"#年轻人恐婚恐育的真正原因是什么#
房都买不起结什么婚",2023年06月26日 09:31
4916811742844910,1169999870,"#年轻人恐婚恐育的真正原因是什么#
恐婚是因为婚姻对女性不公平，恐育是社会没有承担应该承担的责任义务，而家庭无力替社会程度",2023年06月26日 09:25
